Preferred_Name	Name	Source
ER3413_3255	deaD	Gene Name
ER3413_3255	b3162	RefSeq Protein ID
ER3413_4559	ER3413_4559	Ensembl Gene ID
ER3413_4559	AIZ54226	Ensembl Protein ID
ER3413_4559	yrbN	Gene Name
ER3413_4559	b4685	RefSeq Protein ID
ER3413_3256	ER3413_3256	Ensembl Gene ID
ER3413_3256	AIZ52959	Ensembl Protein ID
ER3413_3256	nlpI	Gene Name
ER3413_3256	b3163	RefSeq Protein ID
ER3413_3257	ER3413_3257	Ensembl Gene ID
ER3413_3257	AIZ52960	Ensembl Protein ID
ER3413_3257	pnp	Gene Name
ER3413_3257	b3164	RefSeq Protein ID
ER3413_3258	ER3413_3258	Ensembl Gene ID
ER3413_3258	AIZ52961	Ensembl Protein ID
ER3413_3258	rpsO	Gene Name
ER3413_3258	b3165	RefSeq Protein ID
ER3413_3259	ER3413_3259	Ensembl Gene ID
ER3413_3259	AIZ52962	Ensembl Protein ID
ER3413_3259	truB	Gene Name
ER3413_3259	b3166	RefSeq Protein ID
ER3413_3260	ER3413_3260	Ensembl Gene ID
ER3413_3260	AIZ52964	Ensembl Protein ID
ER3413_3260	rbfA	Gene Name
ER3413_3260	b3167	RefSeq Protein ID
ER3413_3261	ER3413_3261	Ensembl Gene ID
ER3413_3261	AIZ52965	Ensembl Protein ID
ER3413_3261	infB	Gene Name
ER3413_3261	b3168	RefSeq Protein ID
ER3413_3262	ER3413_3262	Ensembl Gene ID
ER3413_3262	AIZ52966	Ensembl Protein ID
ER3413_3262	nusA	Gene Name
ER3413_3262	b3169	RefSeq Protein ID
ER3413_3263	ER3413_3263	Ensembl Gene ID
ER3413_3263	AIZ52967	Ensembl Protein ID
ER3413_3263	rimP	Gene Name
ER3413_3263	b3170	RefSeq Protein ID
ER3413_3267	ER3413_3267	Ensembl Gene ID
ER3413_3267	AIZ52968	Ensembl Protein ID
ER3413_3267	yhbX	Gene Name
ER3413_3267	b3173	RefSeq Protein ID
ER3413_3269	ER3413_3269	Ensembl Gene ID
ER3413_3269	AIZ52969	Ensembl Protein ID
ER3413_3269	secG	Gene Name
ER3413_3269	b3175	RefSeq Protein ID
ER3413_3270	ER3413_3270	Ensembl Gene ID
ER3413_3270	AIZ52971	Ensembl Protein ID
ER3413_3270	glmM	Gene Name
ER3413_3270	b3176	RefSeq Protein ID
ER3413_3271	ER3413_3271	Ensembl Gene ID
ER3413_3271	AIZ52972	Ensembl Protein ID
ER3413_3271	folP	Gene Name
ER3413_3271	b3177	RefSeq Protein ID
ER3413_3272	ER3413_3272	Ensembl Gene ID
ER3413_3272	AIZ52973	Ensembl Protein ID
ER3413_3272	ftsH	Gene Name
ER3413_3272	b3178	RefSeq Protein ID
ER3413_3273	ER3413_3273	Ensembl Gene ID
ER3413_3273	AIZ52974	Ensembl Protein ID
ER3413_3273	rlmE	Gene Name
ER3413_3273	b3179	RefSeq Protein ID
ER3413_3274	ER3413_3274	Ensembl Gene ID
ER3413_3274	AIZ52975	Ensembl Protein ID
ER3413_3274	yhbY	Gene Name
ER3413_3274	b3180	RefSeq Protein ID
ER3413_3275	ER3413_3275	Ensembl Gene ID
ER3413_3275	AIZ52976	Ensembl Protein ID
ER3413_3275	greA	Gene Name
ER3413_3275	b3181	RefSeq Protein ID
ER3413_3276	ER3413_3276	Ensembl Gene ID
ER3413_3276	AIZ52977	Ensembl Protein ID
ER3413_3276	dacB	Gene Name
ER3413_3276	b3182	RefSeq Protein ID
ER3413_3277	ER3413_3277	Ensembl Gene ID
ER3413_3277	AIZ52978	Ensembl Protein ID
ER3413_3277	obgE	Gene Name
ER3413_3277	b3183	RefSeq Protein ID
ER3413_3278	ER3413_3278	Ensembl Gene ID
ER3413_3278	AIZ52979	Ensembl Protein ID
ER3413_3278	yhbE	Gene Name
ER3413_3278	b3184	RefSeq Protein ID
ER3413_3279	ER3413_3279	Ensembl Gene ID
ER3413_3279	AIZ52980	Ensembl Protein ID
ER3413_3279	rpmA	Gene Name
ER3413_3279	b3185	RefSeq Protein ID
ER3413_3280	ER3413_3280	Ensembl Gene ID
ER3413_3280	AIZ52982	Ensembl Protein ID
ER3413_3280	rplU	Gene Name
ER3413_3280	b3186	RefSeq Protein ID
ER3413_3281	ER3413_3281	Ensembl Gene ID
ER3413_3281	AIZ52983	Ensembl Protein ID
ER3413_3281	ispB	Gene Name
ER3413_3281	b3187	RefSeq Protein ID
ER3413_3282	ER3413_3282	Ensembl Gene ID
ER3413_3282	AIZ52984	Ensembl Protein ID
ER3413_3282	sfsB	Gene Name
ER3413_3282	b3188	RefSeq Protein ID
ER3413_3283	ER3413_3283	Ensembl Gene ID
ER3413_3283	AIZ52985	Ensembl Protein ID
ER3413_3283	murA	Gene Name
ER3413_3283	b3189	RefSeq Protein ID
ER3413_3284	ER3413_3284	Ensembl Gene ID
ER3413_3284	AIZ52986	Ensembl Protein ID
ER3413_3284	ibaG	Gene Name
ER3413_3284	b3190	RefSeq Protein ID
ER3413_3285	ER3413_3285	Ensembl Gene ID
ER3413_3285	AIZ52987	Ensembl Protein ID
ER3413_3285	mlaB	Gene Name
ER3413_3285	b3191	RefSeq Protein ID
ER3413_3286	ER3413_3286	Ensembl Gene ID
ER3413_3286	AIZ52988	Ensembl Protein ID
ER3413_3286	mlaC	Gene Name
ER3413_3286	b3192	RefSeq Protein ID
ER3413_3287	ER3413_3287	Ensembl Gene ID
ER3413_3287	AIZ52989	Ensembl Protein ID
ER3413_3287	mlaD	Gene Name
ER3413_3287	b3193	RefSeq Protein ID
ER3413_3288	ER3413_3288	Ensembl Gene ID
ER3413_3288	AIZ52990	Ensembl Protein ID
ER3413_3288	mlaE	Gene Name
ER3413_3288	b3194	RefSeq Protein ID
ER3413_3289	ER3413_3289	Ensembl Gene ID
ER3413_3289	AIZ52991	Ensembl Protein ID
ER3413_3289	mlaF	Gene Name
ER3413_3289	b3195	RefSeq Protein ID
ER3413_3290	ER3413_3290	Ensembl Gene ID
ER3413_3290	AIZ52992	Ensembl Protein ID
ER3413_3290	yrbG	Gene Name
ER3413_3290	b3196	RefSeq Protein ID
ER3413_3291	ER3413_3291	Ensembl Gene ID
ER3413_3291	AIZ52993	Ensembl Protein ID
ER3413_3291	kdsD	Gene Name
ER3413_3291	b3197	RefSeq Protein ID
ER3413_3292	ER3413_3292	Ensembl Gene ID
ER3413_3292	AIZ52994	Ensembl Protein ID
ER3413_3292	kdsC	Gene Name
ER3413_3292	b3198	RefSeq Protein ID
ER3413_3293	ER3413_3293	Ensembl Gene ID
ER3413_3293	AIZ52995	Ensembl Protein ID
ER3413_3293	lptC	Gene Name
ER3413_3293	b3199	RefSeq Protein ID
ER3413_3294	ER3413_3294	Ensembl Gene ID
ER3413_3294	AIZ52996	Ensembl Protein ID
ER3413_3294	lptA	Gene Name
ER3413_3294	b3200	RefSeq Protein ID
ER3413_3295	ER3413_3295	Ensembl Gene ID
ER3413_3295	AIZ52997	Ensembl Protein ID
ER3413_3295	lptB	Gene Name
ER3413_3295	b3201	RefSeq Protein ID
ER3413_3296	ER3413_3296	Ensembl Gene ID
ER3413_3296	AIZ52998	Ensembl Protein ID
ER3413_3296	rpoN	Gene Name
ER3413_3296	b3202	RefSeq Protein ID
ER3413_3297	ER3413_3297	Ensembl Gene ID
ER3413_3297	AIZ52999	Ensembl Protein ID
ER3413_3297	hpf	Gene Name
ER3413_3297	b3203	RefSeq Protein ID
ER3413_3298	ER3413_3298	Ensembl Gene ID
ER3413_3298	AIZ53000	Ensembl Protein ID
ER3413_3298	ptsN	Gene Name
ER3413_3298	b3204	RefSeq Protein ID
ER3413_3299	ER3413_3299	Ensembl Gene ID
ER3413_3299	AIZ53001	Ensembl Protein ID
ER3413_3299	yhbJ	Gene Name
ER3413_3299	b3205	RefSeq Protein ID
ER3413_3300	ER3413_3300	Ensembl Gene ID
ER3413_3300	AIZ53004	Ensembl Protein ID
ER3413_3300	npr	Gene Name
ER3413_3300	b3206	RefSeq Protein ID
ER3413_3301	ER3413_3301	Ensembl Gene ID
ER3413_3301	AIZ53005	Ensembl Protein ID
ER3413_3301	yrbL	Gene Name
ER3413_3301	b3207	RefSeq Protein ID
ER3413_3304	ER3413_3304	Ensembl Gene ID
ER3413_3304	AIZ53007	Ensembl Protein ID
ER3413_3304	yhcF	Gene Name
ER3413_3304	b3219	RefSeq Protein ID
ER3413_3305	ER3413_3305	Ensembl Gene ID
ER3413_3305	AIZ53008	Ensembl Protein ID
ER3413_3305	yhcG	Gene Name
ER3413_3305	b3220	RefSeq Protein ID
ER3413_3306	ER3413_3306	Ensembl Gene ID
ER3413_3306	AIZ53009	Ensembl Protein ID
ER3413_3306	yhcH	Gene Name
ER3413_3306	b3221	RefSeq Protein ID
ER3413_3307	ER3413_3307	Ensembl Gene ID
ER3413_3307	AIZ53010	Ensembl Protein ID
ER3413_3307	nanK	Gene Name
ER3413_3307	b3222	RefSeq Protein ID
ER3413_3308	ER3413_3308	Ensembl Gene ID
ER3413_3308	AIZ53011	Ensembl Protein ID
ER3413_3308	nanE	Gene Name
ER3413_3308	b3223	RefSeq Protein ID
ER3413_3309	ER3413_3309	Ensembl Gene ID
ER3413_3309	AIZ53012	Ensembl Protein ID
ER3413_3309	nanT	Gene Name
ER3413_3309	b3224	RefSeq Protein ID
ER3413_3310	ER3413_3310	Ensembl Gene ID
ER3413_3310	AIZ53014	Ensembl Protein ID
ER3413_3310	nanA	Gene Name
ER3413_3310	b3225	RefSeq Protein ID
ER3413_3311	ER3413_3311	Ensembl Gene ID
ER3413_3311	AIZ53015	Ensembl Protein ID
ER3413_3311	nanR	Gene Name
ER3413_3311	b3226	RefSeq Protein ID
ER3413_3312	ER3413_3312	Ensembl Gene ID
ER3413_3312	AIZ53016	Ensembl Protein ID
ER3413_3312	dcuD	Gene Name
ER3413_3312	b3227	RefSeq Protein ID
ER3413_3313	ER3413_3313	Ensembl Gene ID
ER3413_3313	AIZ53017	Ensembl Protein ID
ER3413_3313	sspB	Gene Name
ER3413_3313	b3228	RefSeq Protein ID
ER3413_3314	ER3413_3314	Ensembl Gene ID
ER3413_3314	AIZ53018	Ensembl Protein ID
ER3413_3314	sspA	Gene Name
ER3413_3314	b3229	RefSeq Protein ID
ER3413_3315	ER3413_3315	Ensembl Gene ID
ER3413_3315	AIZ53019	Ensembl Protein ID
ER3413_3315	rpsI	Gene Name
ER3413_3315	b3230	RefSeq Protein ID
ER3413_3316	ER3413_3316	Ensembl Gene ID
ER3413_3316	AIZ53020	Ensembl Protein ID
ER3413_3316	rplM	Gene Name
ER3413_3316	b3231	RefSeq Protein ID
ER3413_3317	ER3413_3317	Ensembl Gene ID
ER3413_3317	AIZ53021	Ensembl Protein ID
ER3413_3317	yhcM	Gene Name
ER3413_3317	b3232	RefSeq Protein ID
ER3413_3318	ER3413_3318	Ensembl Gene ID
ER3413_3318	AIZ53022	Ensembl Protein ID
ER3413_3318	yhcB	Gene Name
ER3413_3318	b3233	RefSeq Protein ID
ER3413_3319	ER3413_3319	Ensembl Gene ID
ER3413_3319	AIZ53023	Ensembl Protein ID
ER3413_3319	degQ	Gene Name
ER3413_3319	b3234	RefSeq Protein ID
ER3413_3320	ER3413_3320	Ensembl Gene ID
ER3413_3320	AIZ53025	Ensembl Protein ID
ER3413_3320	degS	Gene Name
ER3413_3320	b3235	RefSeq Protein ID
ER3413_3321	ER3413_3321	Ensembl Gene ID
ER3413_3321	AIZ53026	Ensembl Protein ID
ER3413_3321	mdh	Gene Name
ER3413_3321	b3236	RefSeq Protein ID
ER3413_3322	ER3413_3322	Ensembl Gene ID
ER3413_3322	AIZ53027	Ensembl Protein ID
ER3413_3322	argR	Gene Name
ER3413_3322	b3237	RefSeq Protein ID
ER3413_3323	ER3413_3323	Ensembl Gene ID
ER3413_3323	AIZ53028	Ensembl Protein ID
ER3413_3323	yhcN	Gene Name
ER3413_3323	b3238	RefSeq Protein ID
ER3413_3324	ER3413_3324	Ensembl Gene ID
ER3413_3324	AIZ53029	Ensembl Protein ID
ER3413_3324	yhcO	Gene Name
ER3413_3324	b3239	RefSeq Protein ID
ER3413_3325	ER3413_3325	Ensembl Gene ID
ER3413_3325	AIZ53030	Ensembl Protein ID
ER3413_3325	aaeB	Gene Name
ER3413_3325	b3240	RefSeq Protein ID
ER3413_3326	ER3413_3326	Ensembl Gene ID
ER3413_3326	AIZ53031	Ensembl Protein ID
ER3413_3326	aaeA	Gene Name
ER3413_3326	b3241	RefSeq Protein ID
ER3413_3327	ER3413_3327	Ensembl Gene ID
ER3413_3327	AIZ53032	Ensembl Protein ID
ER3413_3327	aaeX	Gene Name
ER3413_3327	b3242	RefSeq Protein ID
ER3413_3328	ER3413_3328	Ensembl Gene ID
ER3413_3328	AIZ53033	Ensembl Protein ID
ER3413_3328	aaeR	Gene Name
ER3413_3328	b3243	RefSeq Protein ID
ER3413_3329	ER3413_3329	Ensembl Gene ID
ER3413_3329	AIZ53034	Ensembl Protein ID
ER3413_3329	tldD	Gene Name
ER3413_3329	b3244	RefSeq Protein ID
ER3413_3330	ER3413_3330	Ensembl Gene ID
ER3413_3330	AIZ53036	Ensembl Protein ID
ER3413_3330	yhdP	Gene Name
ER3413_3330	b4472	RefSeq Protein ID
ER3413_3331	ER3413_3331	Ensembl Gene ID
ER3413_3331	AIZ53037	Ensembl Protein ID
ER3413_3331	rng	Gene Name
ER3413_3331	b3247	RefSeq Protein ID
ER3413_3332	ER3413_3332	Ensembl Gene ID
ER3413_3332	AIZ53038	Ensembl Protein ID
ER3413_3332	yhdE	Gene Name
ER3413_3332	b3248	RefSeq Protein ID
ER3413_3333	ER3413_3333	Ensembl Gene ID
ER3413_3333	AIZ53039	Ensembl Protein ID
ER3413_3333	mreD	Gene Name
ER3413_3333	b3249	RefSeq Protein ID
ER3413_3334	ER3413_3334	Ensembl Gene ID
ER3413_3334	AIZ53040	Ensembl Protein ID
ER3413_3334	mreC	Gene Name
ER3413_3334	b3250	RefSeq Protein ID
ER3413_3335	ER3413_3335	Ensembl Gene ID
ER3413_3335	AIZ53041	Ensembl Protein ID
ER3413_3335	mreB	Gene Name
ER3413_3335	b3251	RefSeq Protein ID
ER3413_3336	ER3413_3336	Ensembl Gene ID
ER3413_3336	AIZ53042	Ensembl Protein ID
ER3413_3336	csrD	Gene Name
ER3413_3336	b3252	RefSeq Protein ID
ER3413_3337	ER3413_3337	Ensembl Gene ID
ER3413_3337	AIZ53043	Ensembl Protein ID
ER3413_3337	acuI	Gene Name
ER3413_3337	b3253	RefSeq Protein ID
ER3413_3340	ER3413_3340	Ensembl Gene ID
ER3413_3340	AIZ53044	Ensembl Protein ID
ER3413_3340	accB	Gene Name
ER3413_3340	b3255	RefSeq Protein ID
ER3413_3341	ER3413_3341	Ensembl Gene ID
ER3413_3341	AIZ53045	Ensembl Protein ID
ER3413_3341	accC	Gene Name
ER3413_3341	b3256	RefSeq Protein ID
ER3413_3342	ER3413_3342	Ensembl Gene ID
ER3413_3342	AIZ53046	Ensembl Protein ID
ER3413_3342	yhdT	Gene Name
ER3413_3342	b3257	RefSeq Protein ID
ER3413_3343	ER3413_3343	Ensembl Gene ID
ER3413_3343	AIZ53047	Ensembl Protein ID
ER3413_3343	panF	Gene Name
ER3413_3343	b3258	RefSeq Protein ID
ER3413_3344	ER3413_3344	Ensembl Gene ID
ER3413_3344	AIZ53048	Ensembl Protein ID
ER3413_3344	prmA	Gene Name
ER3413_3344	b3259	RefSeq Protein ID
ER3413_3345	ER3413_3345	Ensembl Gene ID
ER3413_3345	AIZ53049	Ensembl Protein ID
ER3413_3345	dusB	Gene Name
ER3413_3345	b3260	RefSeq Protein ID
ER3413_3346	ER3413_3346	Ensembl Gene ID
ER3413_3346	AIZ53050	Ensembl Protein ID
ER3413_3346	fis	Gene Name
ER3413_3346	b3261	RefSeq Protein ID
ER3413_3348	ER3413_3348	Ensembl Gene ID
ER3413_3348	AIZ53051	Ensembl Protein ID
ER3413_3348	yhdU	Gene Name
ER3413_3348	b3263	RefSeq Protein ID
ER3413_3349	ER3413_3349	Ensembl Gene ID
ER3413_3349	AIZ53052	Ensembl Protein ID
ER3413_3349	envR	Gene Name
ER3413_3349	b3264	RefSeq Protein ID
ER3413_3350	ER3413_3350	Ensembl Gene ID
ER3413_3350	AIZ53053	Ensembl Protein ID
ER3413_3350	acrE	Gene Name
ER3413_3350	b3265	RefSeq Protein ID
ER3413_3351	ER3413_3351	Ensembl Gene ID
ER3413_3351	AIZ53054	Ensembl Protein ID
ER3413_3351	acrF	Gene Name
ER3413_3351	b3266	RefSeq Protein ID
ER3413_3352	ER3413_3352	Ensembl Gene ID
ER3413_3352	AIZ53055	Ensembl Protein ID
ER3413_3352	yhdV	Gene Name
ER3413_3352	b3267	RefSeq Protein ID
ER3413_3355	ER3413_3355	Ensembl Gene ID
ER3413_3355	AIZ53056	Ensembl Protein ID
ER3413_3355	yhdX	Gene Name
ER3413_3355	b3269	RefSeq Protein ID
ER3413_3356	ER3413_3356	Ensembl Gene ID
ER3413_3356	AIZ53057	Ensembl Protein ID
ER3413_3356	yhdY	Gene Name
ER3413_3356	b3270	RefSeq Protein ID
ER3413_3357	ER3413_3357	Ensembl Gene ID
ER3413_3357	AIZ53058	Ensembl Protein ID
ER3413_3357	yhdZ	Gene Name
ER3413_3357	b3271	RefSeq Protein ID
ER3413_3367	ER3413_3367	Ensembl Gene ID
ER3413_3367	AIZ53061	Ensembl Protein ID
ER3413_3367	yrdA	Gene Name
ER3413_3367	b3279	RefSeq Protein ID
ER3413_3366	ER3413_3366	Ensembl Gene ID
ER3413_3366	AIZ53060	Ensembl Protein ID
ER3413_3366	yrdB	Gene Name
ER3413_3366	b3280	RefSeq Protein ID
ER3413_3368	ER3413_3368	Ensembl Gene ID
ER3413_3368	AIZ53062	Ensembl Protein ID
ER3413_3368	aroE	Gene Name
ER3413_3368	b3281	RefSeq Protein ID
ER3413_3369	ER3413_3369	Ensembl Gene ID
ER3413_3369	AIZ53063	Ensembl Protein ID
ER3413_3369	tsaC	Gene Name
ER3413_3369	b3282	RefSeq Protein ID
ER3413_3370	ER3413_3370	Ensembl Gene ID
ER3413_3370	AIZ53065	Ensembl Protein ID
ER3413_3370	yrdD	Gene Name
ER3413_3370	b3283	RefSeq Protein ID
ER3413_3371	ER3413_3371	Ensembl Gene ID
ER3413_3371	AIZ53066	Ensembl Protein ID
ER3413_3371	smg	Gene Name
ER3413_3371	b3284	RefSeq Protein ID
ER3413_3372	ER3413_3372	Ensembl Gene ID
ER3413_3372	AIZ53067	Ensembl Protein ID
ER3413_3372	smf	Gene Name
ER3413_3372	b4473	RefSeq Protein ID
ER3413_3373	ER3413_3373	Ensembl Gene ID
ER3413_3373	AIZ53068	Ensembl Protein ID
ER3413_3373	def	Gene Name
ER3413_3373	b3287	RefSeq Protein ID
ER3413_3374	ER3413_3374	Ensembl Gene ID
ER3413_3374	AIZ53069	Ensembl Protein ID
ER3413_3374	fmt	Gene Name
ER3413_3374	b3288	RefSeq Protein ID
ER3413_3375	ER3413_3375	Ensembl Gene ID
ER3413_3375	AIZ53070	Ensembl Protein ID
ER3413_3375	rsmB	Gene Name
ER3413_3375	b3289	RefSeq Protein ID
ER3413_3376	ER3413_3376	Ensembl Gene ID
ER3413_3376	AIZ53071	Ensembl Protein ID
ER3413_3376	trkA	Gene Name
ER3413_3376	b3290	RefSeq Protein ID
ER3413_3377	ER3413_3377	Ensembl Gene ID
ER3413_3377	AIZ53072	Ensembl Protein ID
ER3413_3377	mscL	Gene Name
ER3413_3377	b3291	RefSeq Protein ID
ER3413_4618	ER3413_4618	Ensembl Gene ID
ER3413_4618	AIZ54291	Ensembl Protein ID
ER3413_4618	arfA	Gene Name
ER3413_4618	b4550	RefSeq Protein ID
ER3413_3378	ER3413_3378	Ensembl Gene ID
ER3413_3378	AIZ53073	Ensembl Protein ID
ER3413_3378	zntR	Gene Name
ER3413_3378	b3292	RefSeq Protein ID
ER3413_3379	ER3413_3379	Ensembl Gene ID
ER3413_3379	AIZ53074	Ensembl Protein ID
ER3413_3379	yhdN	Gene Name
ER3413_3379	b3293	RefSeq Protein ID
ER3413_3380	ER3413_3380	Ensembl Gene ID
ER3413_3380	AIZ53076	Ensembl Protein ID
ER3413_3380	rplQ	Gene Name
ER3413_3380	b3294	RefSeq Protein ID
ER3413_3381	ER3413_3381	Ensembl Gene ID
ER3413_3381	AIZ53077	Ensembl Protein ID
ER3413_3381	rpoA	Gene Name
ER3413_3381	b3295	RefSeq Protein ID
ER3413_3382	ER3413_3382	Ensembl Gene ID
ER3413_3382	AIZ53078	Ensembl Protein ID
ER3413_3382	rpsD	Gene Name
ER3413_3382	b3296	RefSeq Protein ID
ER3413_3383	ER3413_3383	Ensembl Gene ID
ER3413_3383	AIZ53079	Ensembl Protein ID
ER3413_3383	rpsK	Gene Name
ER3413_3383	b3297	RefSeq Protein ID
ER3413_3384	ER3413_3384	Ensembl Gene ID
ER3413_3384	AIZ53080	Ensembl Protein ID
ER3413_3384	rpsM	Gene Name
ER3413_3384	b3298	RefSeq Protein ID
ER3413_3385	ER3413_3385	Ensembl Gene ID
ER3413_3385	AIZ53081	Ensembl Protein ID
ER3413_3385	rpmJ	Gene Name
ER3413_3385	b3299	RefSeq Protein ID
ER3413_3386	ER3413_3386	Ensembl Gene ID
ER3413_3386	AIZ53082	Ensembl Protein ID
ER3413_3386	secY	Gene Name
ER3413_3386	b3300	RefSeq Protein ID
ER3413_3387	ER3413_3387	Ensembl Gene ID
ER3413_3387	AIZ53083	Ensembl Protein ID
ER3413_3387	rplO	Gene Name
ER3413_3387	b3301	RefSeq Protein ID
ER3413_3388	ER3413_3388	Ensembl Gene ID
ER3413_3388	AIZ53084	Ensembl Protein ID
ER3413_3388	rpmD	Gene Name
ER3413_3388	b3302	RefSeq Protein ID
ER3413_3389	ER3413_3389	Ensembl Gene ID
ER3413_3389	AIZ53085	Ensembl Protein ID
ER3413_3389	rpsE	Gene Name
ER3413_3389	b3303	RefSeq Protein ID
ER3413_3390	ER3413_3390	Ensembl Gene ID
ER3413_3390	AIZ53086	Ensembl Protein ID
ER3413_3390	rplR	Gene Name
ER3413_3390	b3304	RefSeq Protein ID
ER3413_3391	ER3413_3391	Ensembl Gene ID
ER3413_3391	AIZ53087	Ensembl Protein ID
ER3413_3391	rplF	Gene Name
ER3413_3391	b3305	RefSeq Protein ID
ER3413_3392	ER3413_3392	Ensembl Gene ID
ER3413_3392	AIZ53088	Ensembl Protein ID
ER3413_3392	rpsH	Gene Name
ER3413_3392	b3306	RefSeq Protein ID
ER3413_3393	ER3413_3393	Ensembl Gene ID
ER3413_3393	AIZ53089	Ensembl Protein ID
ER3413_3393	rpsN	Gene Name
ER3413_3393	b3307	RefSeq Protein ID
ER3413_3394	ER3413_3394	Ensembl Gene ID
ER3413_3394	AIZ53090	Ensembl Protein ID
ER3413_3394	rplE	Gene Name
ER3413_3394	b3308	RefSeq Protein ID
ER3413_3395	ER3413_3395	Ensembl Gene ID
ER3413_3395	AIZ53091	Ensembl Protein ID
ER3413_3395	rplX	Gene Name
ER3413_3395	b3309	RefSeq Protein ID
ER3413_3396	ER3413_3396	Ensembl Gene ID
ER3413_3396	AIZ53092	Ensembl Protein ID
ER3413_3396	rplN	Gene Name
ER3413_3396	b3310	RefSeq Protein ID
ER3413_3397	ER3413_3397	Ensembl Gene ID
ER3413_3397	AIZ53093	Ensembl Protein ID
ER3413_3397	rpsQ	Gene Name
ER3413_3397	b3311	RefSeq Protein ID
ER3413_3398	ER3413_3398	Ensembl Gene ID
ER3413_3398	AIZ53094	Ensembl Protein ID
ER3413_3398	rpmC	Gene Name
ER3413_3398	b3312	RefSeq Protein ID
ER3413_3399	ER3413_3399	Ensembl Gene ID
ER3413_3399	AIZ53095	Ensembl Protein ID
ER3413_3399	rplP	Gene Name
ER3413_3399	b3313	RefSeq Protein ID
ER3413_3400	ER3413_3400	Ensembl Gene ID
ER3413_3400	AIZ53098	Ensembl Protein ID
ER3413_3400	rpsC	Gene Name
ER3413_3400	b3314	RefSeq Protein ID
ER3413_3401	ER3413_3401	Ensembl Gene ID
ER3413_3401	AIZ53099	Ensembl Protein ID
ER3413_3401	rplV	Gene Name
ER3413_3401	b3315	RefSeq Protein ID
ER3413_3402	ER3413_3402	Ensembl Gene ID
ER3413_3402	AIZ53100	Ensembl Protein ID
ER3413_3402	rpsS	Gene Name
ER3413_3402	b3316	RefSeq Protein ID
ER3413_3403	ER3413_3403	Ensembl Gene ID
ER3413_3403	AIZ53101	Ensembl Protein ID
ER3413_3403	rplB	Gene Name
ER3413_3403	b3317	RefSeq Protein ID
ER3413_3404	ER3413_3404	Ensembl Gene ID
ER3413_3404	AIZ53102	Ensembl Protein ID
ER3413_3404	rplW	Gene Name
ER3413_3404	b3318	RefSeq Protein ID
ER3413_3405	ER3413_3405	Ensembl Gene ID
ER3413_3405	AIZ53103	Ensembl Protein ID
ER3413_3405	rplD	Gene Name
ER3413_3405	b3319	RefSeq Protein ID
ER3413_3406	ER3413_3406	Ensembl Gene ID
ER3413_3406	AIZ53104	Ensembl Protein ID
ER3413_3406	rplC	Gene Name
ER3413_3406	b3320	RefSeq Protein ID
ER3413_3407	ER3413_3407	Ensembl Gene ID
ER3413_3407	AIZ53105	Ensembl Protein ID
ER3413_3407	rpsJ	Gene Name
ER3413_3407	b3321	RefSeq Protein ID
ER3413_3408	ER3413_3408	Ensembl Gene ID
ER3413_3408	AIZ53106	Ensembl Protein ID
ER3413_3408	gspB	Gene Name
ER3413_3408	b3322	RefSeq Protein ID
ER3413_3409	ER3413_3409	Ensembl Gene ID
ER3413_3409	AIZ53107	Ensembl Protein ID
ER3413_3409	gspA	Gene Name
ER3413_3409	b3323	RefSeq Protein ID
ER3413_3410	ER3413_3410	Ensembl Gene ID
ER3413_3410	AIZ53109	Ensembl Protein ID
ER3413_3410	gspC	Gene Name
ER3413_3410	b3324	RefSeq Protein ID
ER3413_3411	ER3413_3411	Ensembl Gene ID
ER3413_3411	AIZ53110	Ensembl Protein ID
ER3413_3411	gspD	Gene Name
ER3413_3411	b3325	RefSeq Protein ID
ER3413_3412	ER3413_3412	Ensembl Gene ID
ER3413_3412	AIZ53111	Ensembl Protein ID
ER3413_3412	gspE	Gene Name
ER3413_3412	b3326	RefSeq Protein ID
ER3413_3413	ER3413_3413	Ensembl Gene ID
ER3413_3413	AIZ53112	Ensembl Protein ID
ER3413_3413	gspF	Gene Name
ER3413_3413	b3327	RefSeq Protein ID
ER3413_3414	ER3413_3414	Ensembl Gene ID
ER3413_3414	AIZ53113	Ensembl Protein ID
ER3413_3414	gspG	Gene Name
ER3413_3414	b3328	RefSeq Protein ID
ER3413_3415	ER3413_3415	Ensembl Gene ID
ER3413_3415	AIZ53114	Ensembl Protein ID
ER3413_3415	gspH	Gene Name
ER3413_3415	b3329	RefSeq Protein ID
ER3413_3416	ER3413_3416	Ensembl Gene ID
ER3413_3416	AIZ53115	Ensembl Protein ID
ER3413_3416	gspI	Gene Name
ER3413_3416	b3330	RefSeq Protein ID
ER3413_3417	ER3413_3417	Ensembl Gene ID
ER3413_3417	AIZ53116	Ensembl Protein ID
ER3413_3417	gspJ	Gene Name
ER3413_3417	b3331	RefSeq Protein ID
ER3413_3418	ER3413_3418	Ensembl Gene ID
ER3413_3418	AIZ53117	Ensembl Protein ID
ER3413_3418	gspK	Gene Name
ER3413_3418	b3332	RefSeq Protein ID
ER3413_3419	ER3413_3419	Ensembl Gene ID
ER3413_3419	AIZ53118	Ensembl Protein ID
ER3413_3419	gspL	Gene Name
ER3413_3419	b3333	RefSeq Protein ID
ER3413_3420	ER3413_3420	Ensembl Gene ID
ER3413_3420	AIZ53120	Ensembl Protein ID
ER3413_3420	gspM	Gene Name
