BSU_rRNA_29_BSUBT
BSU_rRNA_3_BSUBT
BSU_rRNA_18_BSUBT
BSU_rRNA_15_BSUBT
BSU03860_BSUBT
BSU01630_BSUBT
ER3413_3406_ECOLI
BSU30540_BSUBT
EBG00000977882_BSUBT
EBG00000977900_BSUBT
EBG00000977983_BSUBT
EBG00000978002_BSUBT
EBG00000977871_BSUBT
EBG00000977988_BSUBT
EBG00000977887_BSUBT
EBG00000977922_BSUBT
EBG00000977867_BSUBT
BSU01260_BSUBT
BSU01120_BSUBT
BSU01300_BSUBT
BSU36810_BSUBT
EBG00000977959_BSUBT
BSU06030_BSUBT
BSU16500_BSUBT
BSU01020_BSUBT
BSU01130_BSUBT
BSU33940_BSUBT
BSU13890_BSUBT
BSU22430_BSUBT
BSU22370_BSUBT
BSU15130_BSUBT
BSU01190_BSUBT
BSU16160_BSUBT
BSU01030_BSUBT
BSU09370_BSUBT
BSU29470_BSUBT
BSU02950_BSUBT
BSU15070_BSUBT
BSU03380_BSUBT
BSU00530_BSUBT
EBG00000977928_BSUBT
BSU36770_BSUBT
BSU38490_BSUBT
BSU28200_BSUBT
BSU16130_BSUBT
BSU34540_BSUBT
BSU35670_BSUBT
BSU30430_BSUBT
BSU16845_BSUBT
BSU28370_BSUBT
BSU17200_BSUBT
BSU27560_BSUBT
BSU25270_BSUBT
BSU33880_BSUBT
BSU40090_BSUBT
BSU01220_BSUBT
BSU01170_BSUBT
BSU00020_BSUBT
BSU28020_BSUBT
BSU36830_BSUBT
BSU13900_BSUBT
BSU00190_BSUBT
BSU_tRNA_6_BSUBT
BSU_tRNA_9_BSUBT
BSU31390_BSUBT
ER3413_2477_ECOLI
ER3413_1055_ECOLI
ER3413_902_ECOLI
ER3413_1118_ECOLI
ER3413_2679_ECOLI
ER3413_3358_ECOLI
ER3413_210_ECOLI
ER3413_3874_ECOLI
ER3413_1761_ECOLI
ER3413_4103_ECOLI
ER3413_3396_ECOLI
ER3413_4639_ECOLI
ER3413_170_ECOLI
ER3413_2483_ECOLI
BSU_tRNA_60_BSUBT
ER3413_3382_ECOLI
ER3413_637_ECOLI
ER3413_3388_ECOLI
ER3413_3387_ECOLI
ER3413_3315_ECOLI
ER3413_3386_ECOLI
ER3413_979_ECOLI
ER3413_3383_ECOLI
ER3413_2287_ECOLI
ER3413_3275_ECOLI
ER3413_3403_ECOLI
ER3413_2494_ECOLI
ER3413_444_ECOLI
ER3413_3848_ECOLI
ER3413_3850_ECOLI
ER3413_3849_ECOLI
ER3413_2675_ECOLI
ER3413_4633_ECOLI
BSU33930_BSUBT
BSU28870_BSUBT
BSU01360_BSUBT
ER3413_759_ECOLI
ER3413_1646_ECOLI
BSU06710_BSUBT
ER3413_4109_ECOLI
ER3413_3484_ECOLI
ER3413_1351_ECOLI
ER3413_685_ECOLI
ER3413_220_ECOLI
BSU16860_BSUBT
BSU01100_BSUBT
BSU04660_BSUBT
BSU09310_BSUBT
BSU01370_BSUBT
BSU28860_BSUBT
BSU25050_BSUBT
BSU33920_BSUBT
BSU01290_BSUBT
BSU22360_BSUBT
BSU30820_BSUBT
BSU03770_BSUBT
BSU06690_BSUBT
BSU25260_BSUBT
BSU14580_BSUBT
BSU38160_BSUBT
BSU37500_BSUBT
BSU39820_BSUBT
BSU13130_BSUBT
BSU35940_BSUBT
BSU15680_BSUBT
BSU35960_BSUBT
BSU22960_BSUBT
BSU22400_BSUBT
BSU27960_BSUBT
BSU15990_BSUBT
BSU08480_BSUBT
BSU14770_BSUBT
BSU27410_BSUBT
BSU24090_BSUBT
BSU25780_BSUBT
BSU01330_BSUBT
BSU37570_BSUBT
BSU27920_BSUBT
BSU03610_BSUBT
BSU15430_BSUBT
BSU08890_BSUBT
BSU37150_BSUBT
BSU33910_BSUBT
BSU06680_BSUBT
BSU01080_BSUBT
BSU23920_BSUBT
BSU16630_BSUBT
BSU00130_BSUBT
BSU06210_BSUBT
BSU28230_BSUBT
BSU03000_BSUBT
BSU05940_BSUBT
BSU06240_BSUBT
BSU35120_BSUBT
BSU01270_BSUBT
BSU36860_BSUBT
BSU_tRNA_5_BSUBT
BSU_tRNA_8_BSUBT
BSU33530_BSUBT
BSU01230_BSUBT
BSU24300_BSUBT
BSU01040_BSUBT
BSU09280_BSUBT
BSU10170_BSUBT
BSU37160_BSUBT
BSU25860_BSUBT
BSU37330_BSUBT
BSU29940_BSUBT
BSU29950_BSUBT
BSU01389_BSUBT
BSU15770_BSUBT
BSU40510_BSUBT
BSU24270_BSUBT
BSU35360_BSUBT
BSU25400_BSUBT
BSU01150_BSUBT
BSU22320_BSUBT
BSU37490_BSUBT
BSU40900_BSUBT
BSU40910_BSUBT
BSU14530_BSUBT
BSU01410_BSUBT
BSU01070_BSUBT
BSU38510_BSUBT
BSU04220_BSUBT
BSU15140_BSUBT
BSU17910_BSUBT
BSU32110_BSUBT
BSU01310_BSUBT
BSU16570_BSUBT
BSU30760_BSUBT
BSU30770_BSUBT
BSU35300_BSUBT
BSU00690_BSUBT
BSU22700_BSUBT
BSU17890_BSUBT
BSU05830_BSUBT
BSU28850_BSUBT
BSU_tRNA_31_BSUBT
BSU09270_BSUBT
BSU25000_BSUBT
BSU15920_BSUBT
BSU15980_BSUBT
BSU33630_BSUBT
BSU_tRNA_7_BSUBT
BSU12850_BSUBT
EBG00000977943_BSUBT
BSU15910_BSUBT
BSU00100_BSUBT
BSU24340_BSUBT
BSU01050_BSUBT
BSU06180_BSUBT
BSU36890_BSUBT
BSU33870_BSUBT
BSU29180_BSUBT
BSU01160_BSUBT
BSU27990_BSUBT
BSU_tRNA_22_BSUBT
BSU_tRNA_34_BSUBT
BSU_tRNA_65_BSUBT
BSU16040_BSUBT
BSU01430_BSUBT
BSU01480_BSUBT
BSU14610_BSUBT
BSU00010_BSUBT
BSU01440_BSUBT
BSU27650_BSUBT
BSU28940_BSUBT
ER3413_2373_ECOLI
ER3413_122_ECOLI
ER3413_2901_ECOLI
BSU01280_BSUBT
ER3413_4135_ECOLI
ER3413_4092_ECOLI
ER3413_2673_ECOLI
ER3413_3870_ECOLI
ER3413_2771_ECOLI
ER3413_4384_ECOLI
BSU36330_BSUBT
ER3413_4112_ECOLI
BSU12000_BSUBT
ER3413_900_ECOLI
ER3413_3785_ECOLI
ER3413_181_ECOLI
ER3413_3141_ECOLI
ER3413_4477_ECOLI
ER3413_2386_ECOLI
ER3413_2478_ECOLI
ER3413_3625_ECOLI
ER3413_2499_ECOLI
ER3413_2701_ECOLI
ER3413_3964_ECOLI
ER3413_3363_ECOLI
ER3413_206_ECOLI
BSU29130_BSUBT
ER3413_4111_ECOLI
BSU00510_BSUBT
ER3413_3426_ECOLI
ER3413_415_ECOLI
ER3413_1280_ECOLI
ER3413_2667_ECOLI
ER3413_815_ECOLI
BSU36870_BSUBT
ER3413_3399_ECOLI
ER3413_3394_ECOLI
ER3413_1262_ECOLI
ER3413_2092_ECOLI
ER3413_4578_ECOLI
ER3413_1969_ECOLI
ER3413_3404_ECOLI
ER3413_1690_ECOLI
ER3413_4298_ECOLI
ER3413_3279_ECOLI
ER3413_3425_ECOLI
ER3413_178_ECOLI
ER3413_952_ECOLI
ER3413_3847_ECOLI
ER3413_111_ECOLI
ER3413_3585_ECOLI
ER3413_3381_ECOLI
ER3413_1122_ECOLI
BSU27500_BSUBT
BSU23250_BSUBT
ER3413_4309_ECOLI
BSU01340_BSUBT
ER3413_3270_ECOLI
BSU09470_BSUBT
BSU32230_BSUBT
BSU25470_BSUBT
BSU14020_BSUBT
BSU14030_BSUBT
BSU39420_BSUBT
BSU38170_BSUBT
BSU37120_BSUBT
BSU23550_BSUBT
BSU04050_BSUBT
BSU29560_BSUBT
BSU01180_BSUBT
BSU33280_BSUBT
BSU01845_BSUBT
BSU40300_BSUBT
BSU40970_BSUBT
BSU01770_BSUBT
BSU_tRNA_71_BSUBT
BSU32670_BSUBT
BSU12280_BSUBT
BSU29820_BSUBT
BSU33320_BSUBT
BSU38499_BSUBT
ER3413_1330_ECOLI
BSU18630_BSUBT
BSU16230_BSUBT
ER3413_3961_ECOLI
BSU22490_BSUBT
BSU25480_BSUBT
ER3413_2654_ECOLI
BSU35260_BSUBT
BSU30510_BSUBT
BSU12010_BSUBT
BSU_tRNA_53_BSUBT
BSU_tRNA_13_BSUBT
BSU_tRNA_76_BSUBT
BSU_tRNA_36_BSUBT
BSU33400_BSUBT
BSU23260_BSUBT
BSU23520_BSUBT
BSU31400_BSUBT
BSU22350_BSUBT
ER3413_4108_ECOLI
ER3413_3909_ECOLI
BSU_tRNA_75_BSUBT
ER3413_2774_ECOLI
BSU06360_BSUBT
BSU15870_BSUBT
BSU39230_BSUBT
BSU06490_BSUBT
BSU_tRNA_69_BSUBT
BSU33900_BSUBT
BSU09000_BSUBT
BSU38860_BSUBT
BSU27020_BSUBT
BSU13140_BSUBT
BSU38200_BSUBT
BSU36230_BSUBT
BSU07260_BSUBT
BSU19550_BSUBT
BSU00370_BSUBT
BSU01320_BSUBT
BSU24070_BSUBT
BSU_tRNA_67_BSUBT
BSU09260_BSUBT
BSU34770_BSUBT
BSU29830_BSUBT
BSU10160_BSUBT
BSU23850_BSUBT
BSU06070_BSUBT
BSU08650_BSUBT
BSU02720_BSUBT
BSU16980_BSUBT
BSU10250_BSUBT
BSU10240_BSUBT
BSU37610_BSUBT
BSU38260_BSUBT
BSU16690_BSUBT
BSU_tRNA_45_BSUBT
BSU_tRNA_70_BSUBT
BSU01350_BSUBT
BSU16910_BSUBT
BSU16900_BSUBT
BSU_tRNA_56_BSUBT
BSU_tRNA_16_BSUBT
BSU_tRNA_41_BSUBT
BSU15700_BSUBT
BSU_tRNA_37_BSUBT
BSU_tRNA_10_BSUBT
BSU_tRNA_61_BSUBT
BSU23160_BSUBT
BSU15380_BSUBT
BSU16770_BSUBT
BSU00820_BSUBT
BSU37070_BSUBT
BSU18100_BSUBT
BSU16490_BSUBT
BSU16000_BSUBT
BSU28500_BSUBT
BSU04390_BSUBT
BSU06630_BSUBT
BSU02940_BSUBT
BSU09290_BSUBT
BSU04690_BSUBT
BSU29190_BSUBT
BSU39120_BSUBT
ER3413_3963_ECOLI
ER3413_3364_ECOLI
ER3413_205_ECOLI
BSU05920_BSUBT
BSU00920_BSUBT
ER3413_2539_ECOLI
ER3413_2883_ECOLI
ER3413_179_ECOLI
ER3413_4107_ECOLI
ER3413_4012_ECOLI
BSU32710_BSUBT
BSU10650_BSUBT
ER3413_3428_ECOLI
BSU00940_BSUBT
BSU16760_BSUBT
ER3413_1121_ECOLI
ER3413_4484_ECOLI
BSU02330_BSUBT
BSU23090_BSUBT
BSU17380_BSUBT
BSU01500_BSUBT
BSU16680_BSUBT
BSU14590_BSUBT
BSU14600_BSUBT
BSU33970_BSUBT
BSU03981_BSUBT
BSU35490_BSUBT
BSU01250_BSUBT
BSU33360_BSUBT
BSU13860_BSUBT
BSU05440_BSUBT
BSU37940_BSUBT
BSU24470_BSUBT
BSU15820_BSUBT
BSU16299_BSUBT
BSU33190_BSUBT
BSU05960_BSUBT
BSU29860_BSUBT
BSU28540_BSUBT
BSU27950_BSUBT
BSU19360_BSUBT
BSU32690_BSUBT
BSU38530_BSUBT
BSU10770_BSUBT
BSU36140_BSUBT
BSU40080_BSUBT
BSU30740_BSUBT
BSU01000_BSUBT
BSU16550_BSUBT
BSU03990_BSUBT
BSU34740_BSUBT
BSU14840_BSUBT
BSU36760_BSUBT
BSU04560_BSUBT
BSU37660_BSUBT
BSU33480_BSUBT
BSU23620_BSUBT
BSU14220_BSUBT
BSU07810_BSUBT
BSU00320_BSUBT
BSU09840_BSUBT
BSU22420_BSUBT
BSU27360_BSUBT
BSU10440_BSUBT
BSU31640_BSUBT
BSU28000_BSUBT
BSU01110_BSUBT
BSU08440_BSUBT
BSU33040_BSUBT
BSU16670_BSUBT
BSU16970_BSUBT
BSU01400_BSUBT
BSU16600_BSUBT
BSU18120_BSUBT
BSU00500_BSUBT
BSU38500_BSUBT
BSU16940_BSUBT
BSU03982_BSUBT
BSU16920_BSUBT
BSU35650_BSUBT
BSU32030_BSUBT
BSU22470_BSUBT
BSU01780_BSUBT
BSU29660_BSUBT
BSU29220_BSUBT
BSU25460_BSUBT
BSU33950_BSUBT
BSU29530_BSUBT
BSU35740_BSUBT
BSU01240_BSUBT
BSU38140_BSUBT
BSU35730_BSUBT
BSU22080_BSUBT
BSU19210_BSUBT
BSU37370_BSUBT
BSU22730_BSUBT
BSU25020_BSUBT
BSU38540_BSUBT
BSU07750_BSUBT
BSU13910_BSUBT
BSU40190_BSUBT
BSU25180_BSUBT
BSU32180_BSUBT
BSU29210_BSUBT
BSU28030_BSUBT
BSU16240_BSUBT
BSU31760_BSUBT
BSU39720_BSUBT
BSU08820_BSUBT
BSU25200_BSUBT
BSU25740_BSUBT
BSU16960_BSUBT
BSU09010_BSUBT
BSU06048_BSUBT
BSU06049_BSUBT
BSU31740_BSUBT
BSU35290_BSUBT
BSU36820_BSUBT
BSU39610_BSUBT
BSU06450_BSUBT
BSU00730_BSUBT
BSU15160_BSUBT
BSU11600_BSUBT
BSU00970_BSUBT
BSU03800_BSUBT
BSU17730_BSUBT
BSU34180_BSUBT
BSU37930_BSUBT
BSU14650_BSUBT
BSU07710_BSUBT
BSU15780_BSUBT
BSU24930_BSUBT
BSU02680_BSUBT
BSU40960_BSUBT
BSU35310_BSUBT
BSU29150_BSUBT
BSU07800_BSUBT
BSU34110_BSUBT
BSU06570_BSUBT
BSU34520_BSUBT
BSU07520_BSUBT
BSU35920_BSUBT
BSU16890_BSUBT
BSU15950_BSUBT
BSU29590_BSUBT
BSU25250_BSUBT
BSU05580_BSUBT
BSU31230_BSUBT
BSU25340_BSUBT
BSU35850_BSUBT
BSU02910_BSUBT
BSU07820_BSUBT
BSU14860_BSUBT
BSU27660_BSUBT
BSU27940_BSUBT
BSU04140_BSUBT
BSU07900_BSUBT
BSU00380_BSUBT
BSU07420_BSUBT
BSU16560_BSUBT
BSU27370_BSUBT
BSU23500_BSUBT
BSU29100_BSUBT
BSU29110_BSUBT
BSU06610_BSUBT
BSU11330_BSUBT
BSU41010_BSUBT
BSU34800_BSUBT
BSU22630_BSUBT
BSU14430_BSUBT
BSU26760_BSUBT
BSU06620_BSUBT
BSU02130_BSUBT
BSU00910_BSUBT
BSU00860_BSUBT
BSU19370_BSUBT
BSU23100_BSUBT
BSU27490_BSUBT
BSU41040_BSUBT
BSU22790_BSUBT
BSU28430_BSUBT
BSU01860_BSUBT
BSU30460_BSUBT
BSU17460_BSUBT
BSU29550_BSUBT
BSU31910_BSUBT
BSU38150_BSUBT
BSU05340_BSUBT
BSU31110_BSUBT
BSU22840_BSUBT
BSU06670_BSUBT
BSU09120_BSUBT
BSU25230_BSUBT
BSU38020_BSUBT
ER3413_2689_ECOLI
ER3413_3873_ECOLI
ER3413_3360_ECOLI
ER3413_2670_ECOLI
ER3413_209_ECOLI
ER3413_3272_ECOLI
BSU32680_BSUBT
ER3413_3389_ECOLI
ER3413_680_ECOLI
BSU03080_BSUBT
ER3413_4287_ECOLI
ER3413_994_ECOLI
ER3413_110_ECOLI
ER3413_2156_ECOLI
BSU00890_BSUBT
BSU25170_BSUBT
BSU16320_BSUBT
BSU38430_BSUBT
BSU10220_BSUBT
BSU25410_BSUBT
BSU14340_BSUBT
BSU24320_BSUBT
BSU19390_BSUBT
BSU24450_BSUBT
BSU39150_BSUBT
BSU28390_BSUBT
BSU35680_BSUBT
BSU00060_BSUBT
BSU30550_BSUBT
BSU00290_BSUBT
BSU01540_BSUBT
BSU28340_BSUBT
BSU32700_BSUBT
BSU_tRNA_54_BSUBT
BSU_tRNA_14_BSUBT
BSU_tRNA_49_BSUBT
BSU_tRNA_4_BSUBT
BSU_tRNA_18_BSUBT
BSU_tRNA_26_BSUBT
BSU_tRNA_58_BSUBT
BSU_tRNA_79_BSUBT
BSU_tRNA_44_BSUBT
ER3413_1718_ECOLI
ER3413_3935_ECOLI
ER3413_50_ECOLI
ER3413_3737_ECOLI
ER3413_3380_ECOLI
ER3413_486_ECOLI
ER3413_4371_ECOLI
ER3413_4253_ECOLI
ER3413_113_ECOLI
ER3413_1123_ECOLI
ER3413_3316_ECOLI
ER3413_4478_ECOLI
ER3413_3769_ECOLI
ER3413_3359_ECOLI
ER3413_3344_ECOLI
ER3413_3343_ECOLI
ER3413_2484_ECOLI
ER3413_2485_ECOLI
ER3413_765_ECOLI
ER3413_4348_ECOLI
ER3413_4347_ECOLI
ER3413_4310_ECOLI
ER3413_1757_ECOLI
BSU_tRNA_81_BSUBT
ER3413_2908_ECOLI
ER3413_4095_ECOLI
ER3413_4139_ECOLI
ER3413_4533_ECOLI
ER3413_3391_ECOLI
ER3413_2770_ECOLI
ER3413_2769_ECOLI
ER3413_2767_ECOLI
ER3413_2768_ECOLI
ER3413_3400_ECOLI
ER3413_4559_ECOLI
ER3413_3256_ECOLI
ER3413_3968_ECOLI
ER3413_3648_ECOLI
ER3413_3014_ECOLI
ER3413_932_ECOLI
ER3413_3433_ECOLI
ER3413_3269_ECOLI
ER3413_3476_ECOLI
ER3413_3405_ECOLI
ER3413_2590_ECOLI
ER3413_187_ECOLI
ER3413_3255_ECOLI
ER3413_762_ECOLI
ER3413_3407_ECOLI
ER3413_683_ECOLI
ER3413_682_ECOLI
ER3413_1076_ECOLI
ER3413_4635_ECOLI
ER3413_2421_ECOLI
ER3413_109_ECOLI
ER3413_20_ECOLI
ER3413_4318_ECOLI
ER3413_3124_ECOLI
ER3413_1221_ECOLI
ER3413_4011_ECOLI
ER3413_27_ECOLI
ER3413_4437_ECOLI
ER3413_3883_ECOLI
ER3413_2999_ECOLI
ER3413_3851_ECOLI
ER3413_3814_ECOLI
ER3413_3815_ECOLI
ER3413_3392_ECOLI
ER3413_3402_ECOLI
ER3413_1165_ECOLI
ER3413_1907_ECOLI
ER3413_4346_ECOLI
ER3413_703_ECOLI
ER3413_3395_ECOLI
ER3413_3886_ECOLI
ER3413_3398_ECOLI
ER3413_1452_ECOLI
ER3413_1117_ECOLI
ER3413_3845_ECOLI
ER3413_4508_ECOLI
ER3413_3390_ECOLI
ER3413_3142_ECOLI
ER3413_4324_ECOLI
ER3413_3493_ECOLI
ER3413_1760_ECOLI
ER3413_546_ECOLI
ER3413_4376_ECOLI
ER3413_3158_ECOLI
ER3413_440_ECOLI
ER3413_1124_ECOLI
ER3413_3120_ECOLI
ER3413_107_ECOLI
ER3413_1312_ECOLI
ER3413_1120_ECOLI
ER3413_1293_ECOLI
ER3413_1707_ECOLI
ER3413_757_ECOLI
ER3413_1880_ECOLI
ER3413_3261_ECOLI
ER3413_2402_ECOLI
ER3413_907_ECOLI
ER3413_4624_ECOLI
ER3413_3262_ECOLI
ER3413_3427_ECOLI
ER3413_1166_ECOLI
ER3413_441_ECOLI
ER3413_4052_ECOLI
ER3413_3721_ECOLI
ER3413_3401_ECOLI
ER3413_2614_ECOLI
ER3413_417_ECOLI
ER3413_3954_ECOLI
ER3413_3393_ECOLI
ER3413_1719_ECOLI
ER3413_3257_ECOLI
ER3413_1301_ECOLI
ER3413_3915_ECOLI
ER3413_912_ECOLI
ER3413_34_ECOLI
ER3413_2690_ECOLI
ER3413_945_ECOLI
ER3413_4400_ECOLI
ER3413_12_ECOLI
ER3413_763_ECOLI
ER3413_761_ECOLI
ER3413_2576_ECOLI
ER3413_3723_ECOLI
ER3413_2687_ECOLI
ER3413_119_ECOLI
ER3413_4291_ECOLI
ER3413_3301_ECOLI
ER3413_419_ECOLI
ER3413_4483_ECOLI
ER3413_4106_ECOLI
ER3413_771_ECOLI
ER3413_3322_ECOLI
ER3413_2078_ECOLI
ER3413_3345_ECOLI
ER3413_446_ECOLI
ER3413_183_ECOLI
ER3413_4476_ECOLI
ER3413_3385_ECOLI
ER3413_910_ECOLI
ER3413_642_ECOLI
ER3413_3439_ECOLI
ER3413_2553_ECOLI
ER3413_4481_ECOLI
ER3413_3013_ECOLI
ER3413_3523_ECOLI
ER3413_4104_ECOLI
ER3413_3895_ECOLI
ER3413_1130_ECOLI
ER3413_1263_ECOLI
ER3413_2095_ECOLI
ER3413_923_ECOLI
ER3413_449_ECOLI
ER3413_1043_ECOLI
ER3413_4125_ECOLI
ER3413_3988_ECOLI
ER3413_3384_ECOLI
ER3413_935_ECOLI
ER3413_755_ECOLI
ER3413_3748_ECOLI
ER3413_2303_ECOLI
ER3413_3346_ECOLI
ER3413_3478_ECOLI
ER3413_1867_ECOLI
ER3413_3288_ECOLI
ER3413_2694_ECOLI
ER3413_2591_ECOLI
ER3413_4323_ECOLI
ER3413_3271_ECOLI
ER3413_2613_ECOLI
ER3413_2282_ECOLI
ER3413_3034_ECOLI
BSU37230_BSUBT
BSU30810_BSUBT
ER3413_450_ECOLI
ER3413_3663_ECOLI
BSU15730_BSUBT
BSU01420_BSUBT
BSU_tRNA_48_BSUBT
BSU08730_BSUBT
BSU13460_BSUBT
BSU28090_BSUBT
BSU34810_BSUBT
BSU06640_BSUBT
BSU09560_BSUBT
BSU11420_BSUBT
BSU_tRNA_11_BSUBT
BSU_tRNA_3_BSUBT
BSU_tRNA_47_BSUBT
BSU_tRNA_72_BSUBT
BSU40500_BSUBT
BSU16590_BSUBT
ER3413_725_ECOLI
BSU04700_BSUBT
BSU_tRNA_25_BSUBT
BSU06020_BSUBT
BSU27600_BSUBT
BSU10840_BSUBT
BSU15710_BSUBT
BSU15450_BSUBT
BSU14790_BSUBT
BSU_tRNA_83_BSUBT
BSU32220_BSUBT
BSU15190_BSUBT
BSU12220_BSUBT
BSU07550_BSUBT
BSU16510_BSUBT
BSU28580_BSUBT
BSU22230_BSUBT
BSU23570_BSUBT
BSU32330_BSUBT
BSU17280_BSUBT
BSU30800_BSUBT
BSU15220_BSUBT
BSU09420_BSUBT
BSU06170_BSUBT
BSU38450_BSUBT
BSU25330_BSUBT
BSU00210_BSUBT
BSU19460_BSUBT
BSU31800_BSUBT
BSU25610_BSUBT
BSU08540_BSUBT
BSU31350_BSUBT
BSU03130_BSUBT
BSU02860_BSUBT
BSU25550_BSUBT
BSU01460_BSUBT
BSU36850_BSUBT
BSU03240_BSUBT
BSU00680_BSUBT
BSU09910_BSUBT
BSU38890_BSUBT
BSU32290_BSUBT
BSU34790_BSUBT
BSU00870_BSUBT
BSU30690_BSUBT
BSU40890_BSUBT
BSU36410_BSUBT
BSU06840_BSUBT
BSU31650_BSUBT
EBG00000977937_BSUBT
EBG00000977999_BSUBT
BSU11340_BSUBT
EBG00000977958_BSUBT
BSU05120_BSUBT
BSU13880_BSUBT
BSU_tRNA_77_BSUBT
BSU39780_BSUBT
BSU_tRNA_46_BSUBT
BSU21880_BSUBT
BSU23490_BSUBT
BSU_tRNA_63_BSUBT
BSU_tRNA_42_BSUBT
BSU_tRNA_2_BSUBT
BSU29900_BSUBT
ER3413_3910_ECOLI
BSU28610_BSUBT
BSU29980_BSUBT
BSU05280_BSUBT
BSU36530_BSUBT
BSU10760_BSUBT
BSU00630_BSUBT
BSU09870_BSUBT
BSU_tRNA_30_BSUBT
BSU35340_BSUBT
BSU40550_BSUBT
BSU_tRNA_15_BSUBT
BSU36270_BSUBT
BSU16780_BSUBT
BSU01760_BSUBT
BSU39600_BSUBT
BSU16990_BSUBT
BSU29790_BSUBT
BSU18840_BSUBT
BSU33820_BSUBT
BSU33810_BSUBT
BSU15260_BSUBT
BSU29120_BSUBT
BSU06540_BSUBT
BSU02350_BSUBT
BSU30650_BSUBT
BSU04580_BSUBT
BSU16150_BSUBT
BSU16140_BSUBT
BSU05800_BSUBT
BSU09390_BSUBT
BSU11720_BSUBT
BSU17940_BSUBT
BSU23510_BSUBT
BSU15280_BSUBT
BSU27710_BSUBT
BSU08710_BSUBT
BSU03050_BSUBT
BSU16870_BSUBT
BSU30466_BSUBT
BSU36000_BSUBT
BSU33420_BSUBT
BSU16310_BSUBT
BSU25490_BSUBT
BSU35970_BSUBT
BSU00850_BSUBT
BSU10020_BSUBT
BSU02890_BSUBT
BSU25210_BSUBT
BSU33210_BSUBT
BSU24540_BSUBT
BSU04570_BSUBT
BSU13700_BSUBT
BSU08980_BSUBT
BSU14180_BSUBT
BSU00090_BSUBT
BSU09300_BSUBT
BSU36610_BSUBT
BSU02840_BSUBT
BSU01200_BSUBT
BSU01450_BSUBT
BSU29230_BSUBT
BSU14270_BSUBT
BSU25660_BSUBT
BSU41030_BSUBT
BSU37090_BSUBT
BSU06110_BSUBT
BSU40390_BSUBT
BSU31860_BSUBT
BSU29460_BSUBT
BSU27510_BSUBT
BSU15060_BSUBT
BSU28120_BSUBT
BSU10330_BSUBT
BSU27320_BSUBT
BSU24790_BSUBT
BSU06430_BSUBT
BSU22890_BSUBT
BSU14280_BSUBT
BSU15750_BSUBT
BSU35160_BSUBT
BSU23140_BSUBT
BSU24350_BSUBT
BSU04670_BSUBT
BSU04710_BSUBT
BSU22910_BSUBT
BSU27540_BSUBT
BSU08425_BSUBT
BSU08760_BSUBT
BSU30320_BSUBT
BSU19420_BSUBT
BSU06860_BSUBT
BSU23820_BSUBT
BSU23370_BSUBT
BSU35880_BSUBT
BSU35860_BSUBT
BSU23020_BSUBT
BSU04400_BSUBT
BSU10850_BSUBT
BSU03670_BSUBT
BSU14880_BSUBT
BSU35840_BSUBT
BSU14190_BSUBT
BSU33600_BSUBT
BSU32730_BSUBT
BSU28260_BSUBT
BSU16120_BSUBT
BSU29670_BSUBT
BSU06060_BSUBT
BSU13160_BSUBT
BSU38400_BSUBT
BSU31130_BSUBT
BSU12410_BSUBT
BSU12230_BSUBT
BSU29140_BSUBT
BSU35630_BSUBT
BSU07560_BSUBT
BSU04040_BSUBT
BSU11850_BSUBT
BSU15900_BSUBT
